,train_R2,train_RMSE,train_MAE,test_R2,test_RMSE,test_MAE
1,0.9989820718765259,0.008856569416821003,0.006654611323028803,0.969782292842865,0.045401010662317276,0.029793813824653625
2,0.9982852339744568,0.011217938736081123,0.008414942771196365,0.9762902855873108,0.04269923269748688,0.028849273920059204
3,0.998851478099823,0.00924151111394167,0.007064000703394413,0.9801966547966003,0.03846041113138199,0.026181736961007118
4,0.9986736178398132,0.009910091757774353,0.0076346672140061855,0.9736191630363464,0.044610943645238876,0.02902830019593239
42,0.9989922642707825,0.008641807362437248,0.00662639643996954,0.976951003074646,0.041652631014585495,0.028839850798249245
avg±std,0.9987 ± 0.0003,0.0098 ± 0.0010,0.0074 ± 0.0008,0.9750 ± 0.0044,0.0428 ± 0.0031,0.0285 ± 0.0016
