,train_R2,train_RMSE,train_MAE,test_R2,test_RMSE,test_MAE
1,0.7342205047607422,0.14310838282108307,0.10525310784578323,0.650536060333252,0.1543959528207779,0.11331747472286224
2,0.722220242023468,0.14277765154838562,0.1043793261051178,0.7034297585487366,0.15101520717144012,0.10885804891586304
3,0.7149877548217773,0.14558202028274536,0.10806037485599518,0.6812343597412109,0.15430504083633423,0.1133120134472847
4,0.7262975573539734,0.14235737919807434,0.1040918305516243,0.681044340133667,0.1551179587841034,0.11485134810209274
42,0.746558666229248,0.137047678232193,0.09971869736909866,0.6891516447067261,0.1529645025730133,0.11240988969802856
avg±std,0.7244 ± 0.0080,0.1435 ± 0.0015,0.1054 ± 0.0018,0.6791 ± 0.0217,0.1537 ± 0.0018,0.1126 ± 0.0026
