Epoch,Train_Loss,Test_Loss,Train_RMSE,Test_RMSE,Train_R2,Test_R2,Train_MAE,Test_MAE
1,0.08024366267702797,0.04401033744215965,0.2841536,0.20978642,-0.09049844741821289,0.4166075587272644,0.22102171182632446,0.16485917568206787
2,0.03466744085943157,0.028377169743180275,0.18659766,0.16845524,0.5297476053237915,0.6238377094268799,0.14536605775356293,0.12772873044013977
3,0.023558916270055553,0.0251915343105793,0.15369785,0.1587184,0.6809532642364502,0.6660659313201904,0.11744575202465057,0.11957203596830368
4,0.01884173648431897,0.02120339125394821,0.1374047,0.14561385,0.7450107336044312,0.7189319729804993,0.10343273729085922,0.10666357725858688
5,0.01570843431082639,0.014670377597212791,0.12564641,0.121121325,0.7867844104766846,0.8055323362350464,0.09581537544727325,0.09167206287384033
6,0.01326355164531957,0.012448498979210854,0.11520294,0.11157285,0.8207554817199707,0.8349851369857788,0.08830759674310684,0.08252569288015366
7,0.012152365705167706,0.011176232248544693,0.11005892,0.1057177,0.836405336856842,0.8518500328063965,0.08296206593513489,0.07907978445291519
8,0.010443930471823975,0.014230377972126007,0.10223404,0.11929115,0.8588405847549438,0.8113648891448975,0.07834324985742569,0.08848055452108383
9,0.011407714379443363,0.010309132747352123,0.1067743,0.1015339,0.8460242748260498,0.863344132900238,0.08021867275238037,0.07552283257246017
10,0.00894736744124781,0.0105345593765378,0.094458774,0.102638,0.8794955015182495,0.8603559136390686,0.07211202383041382,0.07842032611370087
11,0.00830656306987459,0.0095530916005373,0.09097597,0.09773992,0.8882179260253906,0.8733660578727722,0.06839187443256378,0.0721898227930069
12,0.007961865451017564,0.00912468321621418,0.08928591,0.09552321,0.8923324942588806,0.8790449500083923,0.06825367361307144,0.07361876219511032
13,0.007461382181976329,0.007286523003131151,0.08560045,0.085361145,0.9010374546051025,0.9034112691879272,0.06471904367208481,0.0634034276008606
14,0.007392064816403118,0.008142856881022453,0.08494386,0.09023778,0.9025498032569885,0.892059862613678,0.06389603763818741,0.0677386075258255
15,0.007242786084217104,0.00942280050367117,0.08514583,0.09707111,0.9020858407020569,0.8750932216644287,0.06449258327484131,0.07536691427230835
16,0.006622283423150127,0.006814274471253157,0.081185594,0.08254861,0.9109822511672974,0.9096713066101074,0.06098413094878197,0.06154065206646919
17,0.006771437188779766,0.009868727065622807,0.081804074,0.099341474,0.9096207618713379,0.8691820502281189,0.06284307688474655,0.07944979518651962
18,0.006451866885816509,0.006977951154112816,0.08047578,0.08353414,0.9125320315361023,0.9075016379356384,0.06171933934092522,0.06302560120820999
19,0.006094732459380545,0.006637280806899071,0.07839512,0.081469506,0.916996419429779,0.9120174646377563,0.06000053137540817,0.06039781495928764
20,0.00541500098452988,0.006495364010334015,0.07334633,0.080593824,0.9273433089256287,0.9138987064361572,0.05555687099695206,0.06025161221623421
21,0.005187930454584685,0.006860292516648769,0.07168949,0.08282688,0.9305887818336487,0.9090613126754761,0.05430029705166817,0.062119219452142715
22,0.00496545897542753,0.006802004296332598,0.07051884,0.08247427,0.932837188243866,0.9098339080810547,0.05359944701194763,0.06224576011300087
23,0.005115678999572992,0.0060824500396847725,0.071281366,0.07799007,0.9313768148422241,0.9193722009658813,0.053923167288303375,0.05722292885184288
24,0.004948932222429325,0.005949417594820261,0.06980608,0.07713247,0.9341880083084106,0.921135663986206,0.05209440365433693,0.05736900493502617
25,0.004312360468743877,0.005282221361994743,0.0655554,0.0726789,0.9419589042663574,0.9299799203872681,0.050627682358026505,0.05397234112024307
