Epoch,Train_Loss,Test_Loss,Train_RMSE,Test_RMSE,Train_R2,Test_R2,Train_MAE,Test_MAE
1,0.09814285918731581,0.051995377987623215,0.31479236,0.22802494,-0.3325895071029663,0.30389297008514404,0.24403321743011475,0.1809426099061966
2,0.05206719447265972,0.047357913106679916,0.2284213,0.21761873,0.2983490228652954,0.3659786581993103,0.18401356041431427,0.1766270250082016
3,0.048857550814070484,0.04390067607164383,0.22130676,0.20952488,0.3413763642311096,0.4122636914253235,0.17655016481876373,0.16859014332294464
4,0.04648562774739482,0.04324302077293396,0.2158034,0.20794958,0.3737258315086365,0.4210682511329651,0.17170077562332153,0.16219951212406158
5,0.04670199125327847,0.04217793419957161,0.21638107,0.20537268,0.37036842107772827,0.43532752990722656,0.17258058488368988,0.16393248736858368
6,0.044432601976123726,0.03916384279727936,0.21042526,0.19789857,0.4045522212982178,0.47567981481552124,0.16759364306926727,0.15874528884887695
7,0.04179547824473544,0.03867365047335625,0.20398805,0.19665617,0.44042617082595825,0.4822424054145813,0.16087636351585388,0.15782058238983154
8,0.04076988546347076,0.03739858418703079,0.20232198,0.19338712,0.4495294690132141,0.4993128776550293,0.16006046533584595,0.15031372010707855
9,0.04080466490069574,0.03585062175989151,0.20029113,0.1893426,0.46052491664886475,0.5200366973876953,0.15903322398662567,0.14894287288188934
10,0.03786529130725698,0.035763002932071686,0.19469641,0.18911108,0.4902423024177551,0.5212097764015198,0.15352222323417664,0.14590632915496826
11,0.037399650128050285,0.03556365519762039,0.19347298,0.18858328,0.4966285228729248,0.5238785743713379,0.15202440321445465,0.15186665952205658
12,0.036325165832584556,0.03431243821978569,0.19061255,0.18523619,0.5114028453826904,0.5406296253204346,0.15058544278144836,0.14455123245716095
13,0.03641221401366321,0.03394566476345062,0.189668,0.1842435,0.5162332057952881,0.5455400347709656,0.14886891841888428,0.1458989679813385
14,0.03529774202880534,0.03707515448331833,0.18723878,0.1925491,0.5285456776618958,0.5036427974700928,0.14622443914413452,0.15033385157585144
15,0.03497819594022902,0.032886162400245667,0.18707871,0.18134542,0.5293514728546143,0.5597245693206787,0.14570830762386322,0.1422889083623886
16,0.03234578791836446,0.03182831034064293,0.18056291,0.17840491,0.5615651607513428,0.5738868713378906,0.14087402820587158,0.13778185844421387
17,0.033694593108851804,0.030927328392863274,0.18225357,0.17586167,0.5533164143562317,0.5859491229057312,0.14162230491638184,0.13474151492118835
18,0.03420492684976621,0.03163791075348854,0.1847566,0.17787048,0.5409627556800842,0.576435923576355,0.14513692259788513,0.13902172446250916
19,0.03225146775895899,0.03003307245671749,0.17932265,0.17330053,0.5675675868988037,0.5979212522506714,0.13964153826236725,0.13397403061389923
20,0.032406758263029835,0.030577901750802994,0.17867811,0.17486538,0.5706706047058105,0.5906271934509277,0.139114648103714,0.1371690332889557
21,0.033616950566118416,0.031206469982862473,0.18266742,0.17665353,0.5512853860855103,0.582211971282959,0.14278757572174072,0.13506346940994263
22,0.03244587626646866,0.02987423725426197,0.17987359,0.17284165,0.5649062991142273,0.6000477075576782,0.14013805985450745,0.13223758339881897
23,0.032099211969497526,0.03294931724667549,0.17829482,0.18151946,0.5725104808807373,0.558879017829895,0.13731327652931213,0.14345185458660126
24,0.030995737845924767,0.030653437599539757,0.17661747,0.17508122,0.5805160999298096,0.5896159410476685,0.1367809921503067,0.13671651482582092
25,0.030949955721470444,0.02969198301434517,0.17610136,0.17231362,0.5829641819000244,0.6024877429008484,0.13560959696769714,0.13524281978607178
26,0.031173716849562796,0.029719576239585876,0.17632422,0.17239366,0.5819079875946045,0.6021183133125305,0.13683494925498962,0.13120700418949127
27,0.031105047176507385,0.029168447479605675,0.17593636,0.1707877,0.5837453007698059,0.6094968318939209,0.13624224066734314,0.13218872249126434
28,0.03050977470014583,0.0298264529556036,0.17527477,0.17270337,0.5868699550628662,0.6006875038146973,0.13460811972618103,0.13334767520427704
29,0.031620304311879656,0.028321141377091408,0.17672555,0.16828886,0.5800025463104248,0.6208404302597046,0.13575783371925354,0.13019907474517822
30,0.029825387861240994,0.028809215873479843,0.17303243,0.16973278,0.5973728895187378,0.6143060922622681,0.13281024992465973,0.12965692579746246
31,0.03000231870365414,0.028163298964500427,0.17218539,0.16781925,0.6013051867485046,0.6229535341262817,0.13331963121891022,0.12735317647457123
32,0.03162016634914008,0.02843562141060829,0.17761832,0.16862865,0.5757483839988708,0.6193077564239502,0.13698343932628632,0.1258612722158432
33,0.03116396725685759,0.028621580451726913,0.17508261,0.16917914,0.5877753496170044,0.6168181896209717,0.13540835678577423,0.12894529104232788
34,0.029873237331313165,0.028370443731546402,0.1717824,0.16843528,0.603169322013855,0.6201803684234619,0.13283653557300568,0.12644454836845398
35,0.03194769281385974,0.028475865721702576,0.17713465,0.16874793,0.5780557990074158,0.6187689900398254,0.13668100535869598,0.13186724483966827
36,0.029644656799394976,0.028798546642065048,0.17144157,0.16970135,0.6047424077987671,0.6144489049911499,0.132766455411911,0.13403776288032532
37,0.02920402194881304,0.02783188223838806,0.1704867,0.1668289,0.6091330051422119,0.6273905038833618,0.13083650171756744,0.12599937617778778
38,0.02953714229674502,0.02825941890478134,0.1713984,0.16810536,0.6049413681030273,0.6216667890548706,0.13171809911727905,0.12672826647758484
