Epoch,Train_Loss,Test_Loss,Train_RMSE,Test_RMSE,Train_R2,Test_R2,Train_MAE,Test_MAE
1,0.08534009822390297,0.06437883526086807,0.2908727,0.25372985,-0.14268004894256592,0.14660656452178955,0.23214974999427795,0.20612893998622894
2,0.059741556898436764,0.056671056896448135,0.2445679,0.23805684,0.19217443466186523,0.24877947568893433,0.19585983455181122,0.18974007666110992
3,0.05185834635895761,0.04965157434344292,0.2286917,0.22282633,0.29365074634552,0.3418283462524414,0.18272170424461365,0.1791609823703766
4,0.05132807977497578,0.049647651612758636,0.22654481,0.22281753,0.30685049295425415,0.3418803811073303,0.1832743138074875,0.17739693820476532
5,0.04731169182129882,0.04557381942868233,0.21646032,0.21348025,0.3671872019767761,0.3958823084831238,0.1734362691640854,0.16685593128204346
6,0.04876312808218328,0.04622635617852211,0.22095153,0.21500315,0.34065496921539307,0.3872324228286743,0.17560943961143494,0.16833709180355072
7,0.04526536386798729,0.0442090667784214,0.21289094,0.21025953,0.3878849744796753,0.41397321224212646,0.16959154605865479,0.16675008833408356
8,0.044208702207966286,0.04360932111740112,0.20977706,0.20882846,0.40566039085388184,0.42192327976226807,0.16668114066123962,0.16350650787353516
9,0.042415381747890606,0.041455551981925964,0.20696461,0.20360635,0.4214898943901062,0.4504733085632324,0.16360832750797272,0.15800358355045319
10,0.04146698176522146,0.0400066152215004,0.2030727,0.20001654,0.4430428147315979,0.4696800708770752,0.1613568663597107,0.15690606832504272
11,0.040625291664830664,0.03880961984395981,0.20194517,0.19700158,0.449210524559021,0.48554718494415283,0.15996286273002625,0.15762706100940704
12,0.03904229711571878,0.03820064291357994,0.1969919,0.19544984,0.4758984446525574,0.49361974000930786,0.1543058305978775,0.15157842636108398
13,0.039146339436146343,0.03648744523525238,0.19578502,0.19101688,0.48230069875717163,0.5163295269012451,0.15481311082839966,0.1487501859664917
14,0.03712334564294328,0.03624902665615082,0.19290015,0.19039178,0.497444748878479,0.5194899439811707,0.15250235795974731,0.14998401701450348
15,0.036617177157578146,0.03640042245388031,0.19139642,0.19078895,0.5052495002746582,0.5174830555915833,0.1514710932970047,0.15354697406291962
16,0.036838358860801564,0.036552660167217255,0.19244993,0.1911875,0.49978792667388916,0.5154650211334229,0.15220379829406738,0.15107150375843048
