,train_R2,train_RMSE,train_MAE,test_R2,test_RMSE,test_MAE
1,0.993995726108551,0.021509679034352303,0.015209688805043697,0.9623386859893799,0.050685346126556396,0.03292463347315788
2,0.9949979186058044,0.019159536808729172,0.01438957266509533,0.968252420425415,0.04940969496965408,0.03363046422600746
3,0.9935673475265503,0.02187109738588333,0.015592385083436966,0.9753726124763489,0.04288977012038231,0.031027626246213913
4,0.9927811622619629,0.02311931923031807,0.017112677916884422,0.9686055183410645,0.048665743321180344,0.03354533389210701
42,0.9956045150756836,0.018048245459794998,0.013605641201138496,0.970618486404419,0.04702769219875336,0.03306601941585541
avg±std,0.9938 ± 0.0009,0.0214 ± 0.0017,0.0156 ± 0.0011,0.9686 ± 0.0053,0.0479 ± 0.0035,0.0328 ± 0.0012
